Probe Set ID,CG Name,Gene Name,FBgn Number,GO
152789_at,CG13458,CG13458,FBgn0036479,---
152792_at,CG12375,CG12375,FBgn0031987,---
152793_at,CG12170,CG12170,FBgn0037356,0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0009058 // biosynthetic process // inferred from electronic annotation
152800_at,CG13325,CG13325,FBgn0033792,0008152 // metabolic process // inferred from electronic annotation
152804_at,CG1108,alpha-Est6,FBgn0015574,---
152808_at,CG11703,CG11703,FBgn0038690,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0006814 // sodium ion transport // inferred from electronic annotation
152809_at,CG10494,CG10494,FBgn0034634,---
152818_at,CG12236,CG12236,FBgn0029822,---
152819_at,CG11407,CG11407,FBgn0038733,0008152 // metabolic process // inferred from electronic annotation
152831_at,CG6741,a,FBgn0034702,0048749 // compound eye development // inferred from mutant phenotype
152852_at,CG10947,CG10947,FBgn0032857,---
152856_at,CG7605,CG7605,FBgn0037072,0006810 // transport // inferred from electronic annotation /// 0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0017157 // regulation of exocytosis // inferred from sequence or structural similarity
152857_at,CG10949,CG10949,FBgn0032858,---
152864_at,CG13603,CG13603,FBgn0039135,---
152869_at,CG4838,beat-Ic,FBgn0028644,0007155 // cell adhesion // non-traceable author statement /// 0007415 // defasciculation of motor neuron axon // non-traceable author statement /// 0016198 // axon choice point recognition // non-traceable author statement
152876_at,CG12316,CG12316,FBgn0036483,---
152881_at,CG10561,CG10561,FBgn0002036,---
152887_at,CG11388,CG11388,FBgn0034959,---
152888_at,CG10202,CG10202,FBgn0033969,0005975 // carbohydrate metabolic process // inferred from electronic annotation
152890_at,CG10126,CG10126,FBgn0038088,---
152895_at,CG10566,CG10566,FBgn0037050,---
152901_at,CG10383,CG10383,FBgn0032699,---
152902_at,CG10341,CG10341,FBgn0032701,0006364 // rRNA processing // inferred from electronic annotation /// 0042254 // ribosome biogenesis // inferred from electronic annotation /// 0042254 // ribosome biogenesis // inferred from sequence or structural similarity
152906_at,CG1193,CG1193,FBgn0037375,0007017 // microtubule-based process // inferred from sequence or structural similarity /// 0051013 // microtubule severing // inferred from sequence or structural similarity
152907_at,CG8896,18w,FBgn0004364,0006952 // defense response // traceable author statement /// 0006955 // immune response // inferred from expression pattern /// 0007155 // cell adhesion // inferred from direct assay /// 0007165 // signal transduction // inferred from electronic annotation /// 0007165 // signal transduction // inferred from sequence or structural similarity /// 0007275 // multicellular organismal development // traceable author statement /// 0009653 // anatomical structure morphogenesis // inferred from mutant phenotype /// 0019731 // antibacterial humoral response // inferred from mutant phenotype /// 0019731 // antibacterial humoral response // non-traceable author statement /// 0019731 // antibacterial humoral response // traceable author statement /// 0045087 // innate immune response // inferred from electronic annotation /// 0048598 // embryonic morphogenesis // traceable author statement
152908_at,CG14655,CG14655,FBgn0037275,---
152911_at,CG5887,CG5887,FBgn0017619,0006629 // lipid metabolic process // inferred from electronic annotation /// 0006633 // fatty acid biosynthetic process // inferred from electronic annotation /// 0008610 // lipid biosynthetic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
152912_at,CG13773,CG13773,FBgn0031867,0006350 // transcription // inferred from electronic annotation
152918_at,CG1114,CG1114,FBgn0037308,0019538 // protein metabolic process // inferred from electronic annotation
152919_at,CG11455,CG11455,FBgn0031228,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence similarity /// 0006120 // mitochondrial electron transport, NADH to ubiquinone // inferred from sequence or structural similarity /// 0055114 // oxidation reduction // inferred from electronic annotation"
152922_at,CG6775,CG6775,FBgn0021748,0042462 // eye photoreceptor cell development // inferred from mutant phenotype
152923_at,CG10585,CG10585,FBgn0037044,0008299 // isoprenoid biosynthetic process // inferred from electronic annotation
152926_at,CG10570,CG10570,FBgn0040992,---
152931_at,CG10131,CG10131,FBgn0033949,0006631 // fatty acid metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
152935_at,CG13671,CG13671,FBgn0035867,---
152936_at,CG8367,cg,FBgn0033908,0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype
152944_at,CG11048,CG11048,FBgn0034487,0042384 // cilium biogenesis // not recorded
152945_at,CG10137,CG10137,FBgn0032800,---
152954_at,CG10750,CG10750,FBgn0032769,---
152961_at,CG18627,betaggt-II,FBgn0028970,---
152970_at,CG11140,Aldh-III,FBgn0033180,0006081 // cellular aldehyde metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
152974_at,CG17907,Ace,FBgn0000024,0001507 // acetylcholine catabolic process in synaptic cleft // inferred from electronic annotation /// 0006581 // acetylcholine catabolic process // inferred from direct assay /// 0006581 // acetylcholine catabolic process // inferred from mutant phenotype /// 0006581 // acetylcholine catabolic process // non-traceable author statement /// 0006581 // acetylcholine catabolic process // traceable author statement /// 0007268 // synaptic transmission // inferred from mutant phenotype /// 0042135 // neurotransmitter catabolic process // inferred from electronic annotation /// 0042331 // phototaxis // inferred from mutant phenotype /// 0042426 // choline catabolic process // inferred from direct assay /// 0046681 // response to carbamate // non-traceable author statement /// 0046683 // response to organophosphorus // non-traceable author statement
152977_at,CG10803,CG10803,FBgn0029666,---
152982_at,CG18330,Cct2,FBgn0035231,0009058 // biosynthetic process // inferred from electronic annotation
152992_at,CG10934,CG10934,FBgn0034263,---
152994_at,CG11475,CG11475,FBgn0034687,---
153000_at,CG12105,CG12105,FBgn0035241,---
153005_at,CG14041,CG14041,FBgn0031672,0007242 // intracellular signaling cascade // inferred from electronic annotation
153007_at,CG7978,Ac76E,FBgn0004852,"0006171 // cAMP biosynthetic process // inferred from electronic annotation /// 0006171 // cAMP biosynthetic process // inferred from sequence or structural similarity /// 0007188 // G-protein signaling, coupled to cAMP nucleotide second messenger // inferred from sequence or structural similarity /// 0007190 // activation of adenylate cyclase activity // inferred from sequence or structural similarity /// 0007242 // intracellular signaling cascade // inferred from electronic annotation /// 0009190 // cyclic nucleotide biosynthetic process // inferred from electronic annotation"
153011_at,CG2013,CG2013,FBgn0004436,0006281 // DNA repair // inferred from genetic interaction /// 0006281 // DNA repair // inferred from electronic annotation /// 0006974 // response to DNA damage stimulus // inferred from electronic annotation /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0043687 // post-translational protein modification // inferred from electronic annotation /// 0051246 // regulation of protein metabolic process // inferred from electronic annotation /// 0051297 // centrosome organization and biogenesis // inferred from mutant phenotype
153020_at,CG1241,Atg2,FBgn0035373,0006914 // autophagy // inferred from mutant phenotype
153022_at,CG10483,CG10483,FBgn0035649,---
153024_at,CG3725,Ca-P60A,FBgn0004551,0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006812 // cation transport // inferred from electronic annotation /// 0006816 // calcium ion transport // inferred from electronic annotation /// 0006816 // calcium ion transport // non-traceable author statement /// 0007274 // neuromuscular synaptic transmission // inferred from mutant phenotype /// 0008152 // metabolic process // inferred from electronic annotation /// 0051282 // regulation of sequestering of calcium ion // inferred from mutant phenotype
153026_at,CG8057,alc,FBgn0033383,---
153032_at,CG14775,CG14775,FBgn0040896,---
153034_at,CG13736,Ccn,FBgn0040792,---
153045_at,CG14650,CG14650,FBgn0037252,0006457 // protein folding // inferred from electronic annotation /// 0009408 // response to heat // inferred from sequence or structural similarity
153052_at,CG10420,CG10420,FBgn0039296,"0006616 // SRP-dependent cotranslational protein targeting to membrane, translocation // inferred from sequence or structural similarity /// 0006810 // transport // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0065002 // intracellular protein transport across a membrane // inferred from electronic annotation"
153059_at,CG1136,CG1136,FBgn0035490,---
153064_at,CG13091,CG13091,FBgn0032055,0008152 // metabolic process // inferred from electronic annotation
153068_at,CG15520,capa,FBgn0039722,0006812 // cation transport // traceable author statement /// 0007218 // neuropeptide signaling pathway // inferred from electronic annotation /// 0007218 // neuropeptide signaling pathway // inferred from sequence or structural similarity /// 0007218 // neuropeptide signaling pathway // non-traceable author statement /// 0007218 // neuropeptide signaling pathway // traceable author statement /// 0007218 // neuropeptide signaling pathway // inferred from mutant phenotype /// 0008016 // regulation of heart contraction // non-traceable author statement /// 0042045 // epithelial fluid transport // inferred from direct assay
153082_at,CG11347,CG11347,FBgn0035542,---
153090_at,CG1317,CG1317,FBgn0035333,---
153097_at,CG10958,CG10958,FBgn0030004,---
153099_at,CG6877,Aut1,FBgn0036813,0006810 // transport // inferred from electronic annotation /// 0006914 // autophagy // inferred from mutant phenotype /// 0006914 // autophagy // inferred from sequence or structural similarity /// 0006914 // autophagy // inferred from electronic annotation /// 0015031 // protein transport // inferred from electronic annotation /// 0016236 // macroautophagy // non-traceable author statement
153103_at,CG10333,CG10333,FBgn0032690,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence or structural similarity"
153105_at,CG10681,CG10681,FBgn0036291,---
153107_at,CG10981,CG10981,FBgn0037384,---
153113_at,CG11009,CG11009,FBgn0036318,---
153118_at,CG7435,Arf84F,FBgn0004908,0006471 // protein amino acid ADP-ribosylation // inferred from sequence or structural similarity /// 0006471 // protein amino acid ADP-ribosylation // non-traceable author statement /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007264 // small GTPase mediated signal transduction // inferred from electronic annotation /// 0007269 // neurotransmitter secretion // traceable author statement /// 0016197 // endosome transport // traceable author statement /// 0048488 // synaptic vesicle endocytosis // traceable author statement
153122_at,CG9127,ade2,FBgn0000052,0006164 // purine nucleotide biosynthetic process // inferred from electronic annotation /// 0006189 // 'de novo' IMP biosynthetic process // inferred from sequence or structural similarity /// 0006189 // 'de novo' IMP biosynthetic process // non-traceable author statement /// 0006189 // 'de novo' IMP biosynthetic process // inferred from electronic annotation /// 0006541 // glutamine metabolic process // inferred from electronic annotation
153123_at,CG4179,CG4179,FBgn0029760,0006644 // phospholipid metabolic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006813 // potassium ion transport // inferred from sequence or structural similarity /// 0006813 // potassium ion transport // inferred from electronic annotation /// 0016042 // lipid catabolic process // inferred from electronic annotation
153126_at,CG11523,CG11523,FBgn0037156,---
153143_at,CG11679,CG11679,FBgn0030678,---
153144_at,CG11654,Ahcy13,FBgn0014455,0006730 // one-carbon compound metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
153150_at,CG11899,CG11899,FBgn0039649,0006564 // L-serine biosynthetic process // inferred from electronic annotation /// 0006564 // L-serine biosynthetic process // non-traceable author statement /// 0008152 // metabolic process // inferred from electronic annotation /// 0008615 // pyridoxine biosynthetic process // non-traceable author statement /// 0008652 // amino acid biosynthetic process // inferred from electronic annotation
153152_at,CG11920,CG11920,FBgn0039274,---
153156_at,CG12128,CG12128,FBgn0033473,---
153157_at,CG12581,CG12581,FBgn0037213,---
153161_at,CG4249,c(2)M,FBgn0028525,0000712 // resolution of meiotic joint molecules as recombinants // inferred from mutant phenotype /// 0007126 // meiosis // inferred from mutant phenotype /// 0007131 // meiotic recombination // inferred from mutant phenotype
153179_at,CG11866,CG11866,FBgn0033486,---
153182_at,CG17604,c(3)G,FBgn0038362,0007131 // meiotic recombination // traceable author statement
153189_at,CG1291,CG1291,FBgn0035401,0009058 // biosynthetic process // inferred from electronic annotation
153192_at,CG11180,CG11180,FBgn0034528,---
153199_at,CG6500,Bx,FBgn0000242,"0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from genetic interaction /// 0007476 // imaginal disc-derived wing morphogenesis // inferred from mutant phenotype /// 0035218 // leg disc development // inferred from mutant phenotype /// 0035286 // leg segmentation // inferred from mutant phenotype /// 0042220 // response to cocaine // inferred from mutant phenotype /// 0045475 // locomotor rhythm // inferred from mutant phenotype"
153200_at,CG1704,CG1704,FBgn0031172,---
153201_at,CG11109,CG11109,FBgn0037200,---
153202_at,CG8421,Asph,FBgn0034074,0006508 // proteolysis // inferred from electronic annotation /// 0018193 // peptidyl-amino acid modification // inferred from electronic annotation /// 0055114 // oxidation reduction // inferred from electronic annotation
153204_at,CG1463,CG1463,FBgn0030406,---
153226_at,CG7439,CG7439,FBgn0036508,"0030422 // RNA interference, production of siRNA // inferred from direct assay /// 0031047 // gene silencing by RNA // inferred from electronic annotation"
153229_at,CG15746,CG15746,FBgn0040863,---
153230_at,CG1414,bbx,FBgn0024251,"0006355 // regulation of transcription, DNA-dependent // inferred from sequence or structural similarity /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006412 // translation // inferred from sequence or structural similarity /// 0006810 // transport // inferred from electronic annotation"
153235_at,CG3333,CG3333,FBgn0023184,0001522 // pseudouridine synthesis // inferred from mutant phenotype /// 0001522 // pseudouridine synthesis // inferred from electronic annotation /// 0006364 // rRNA processing // inferred from mutant phenotype /// 0006364 // rRNA processing // non-traceable author statement /// 0006364 // rRNA processing // inferred from electronic annotation /// 0007281 // germ cell development // inferred from mutant phenotype /// 0031119 // tRNA pseudouridine synthesis // inferred from electronic annotation /// 0042254 // ribosome biogenesis // inferred from mutant phenotype /// 0042254 // ribosome biogenesis // inferred from electronic annotation
153237_at,CG12125,CG12125,FBgn0030037,---
153246_at,CG12107,CG12107,FBgn0033209,---
153266_at,CG10359,CG10359,FBgn0035452,0007165 // signal transduction // inferred from electronic annotation
153275_at,CG2520,CG2520,FBgn0026210,---
153276_at,CG2009,bip2,FBgn0026262,0006357 // regulation of transcription from RNA polymerase II promoter // non-traceable author statement
153278_at,CG8439,Cct5,FBgn0010621,0006457 // protein folding // inferred from sequence or structural similarity /// 0006457 // protein folding // inferred from electronic annotation /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0044267 // cellular protein metabolic process // inferred from electronic annotation
153283_at,CG8189,ATPsyn-b,FBgn0019644,"0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0015986 // ATP synthesis coupled proton transport // inferred from electronic annotation /// 0015992 // proton transport // inferred from sequence or structural similarity /// 0015992 // proton transport // non-traceable author statement /// 0015992 // proton transport // inferred from electronic annotation"
153286_at,CG10737,CG10737,FBgn0034420,0007242 // intracellular signaling cascade // inferred from electronic annotation
153291_at,CG10535,CG10535,FBgn0037926,"0006350 // transcription // inferred from electronic annotation /// 0006355 // regulation of transcription, DNA-dependent // inferred from electronic annotation /// 0006357 // regulation of transcription from RNA polymerase II promoter // inferred from sequence or structural similarity /// 0006952 // defense response // non-traceable author statement /// 0007165 // signal transduction // non-traceable author statement"
153293_at,CG11107,CG11107,FBgn0033160,"0000398 // nuclear mRNA splicing, via spliceosome // inferred from sequence or structural similarity /// 0006412 // translation // inferred from electronic annotation"
153300_at,CG12112,CG12112,FBgn0030048,---
153301_at,CG6349,CG6349,FBgn0004493,"0006139 // nucleobase, nucleoside, nucleotide and nucleic acid metabolic process // inferred from electronic annotation /// 0006260 // DNA replication // inferred from electronic annotation /// 0006281 // DNA repair // inferred from electronic annotation /// 0006974 // response to DNA damage stimulus // inferred from electronic annotation"
153303_at,CG5266,CG5266,FBgn0010405,0000022 // mitotic spindle elongation // inferred from mutant phenotype /// 0006511 // ubiquitin-dependent protein catabolic process // inferred from electronic annotation /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0008283 // cell proliferation // inferred from mutant phenotype /// 0009987 // cellular process // inferred from mutant phenotype
153304_at,CG7574,bip1,FBgn0026263,---
153305_at,CG5553,CG5553,FBgn0027911,"0000084 // S phase of mitotic cell cycle // inferred from mutant phenotype /// 0001745 // compound eye morphogenesis // inferred from mutant phenotype /// 0006260 // DNA replication // inferred from electronic annotation /// 0006260 // DNA replication // inferred from mutant phenotype /// 0006269 // DNA replication, synthesis of RNA primer // inferred from electronic annotation /// 0006350 // transcription // inferred from electronic annotation"
153308_at,CG3644,bic,FBgn0000181,0001700 // embryonic development via the syncytial blastoderm // inferred from mutant phenotype /// 0007317 // regulation of pole plasm oskar mRNA localization // inferred from mutant phenotype /// 0007318 // pole plasm protein localization // inferred from mutant phenotype /// 0015031 // protein transport // traceable author statement
153318_at,CG4501,bgm,FBgn0027348,0001676 // long-chain fatty acid metabolic process // inferred from mutant phenotype /// 0006629 // lipid metabolic process // inferred from electronic annotation /// 0006631 // fatty acid metabolic process // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
153329_at,CG9006,CG9006,FBgn0033637,0008152 // metabolic process // inferred from electronic annotation
153333_at,CG11444,CG11444,FBgn0029715,---
153336_at,CG3821,Aats-asp,FBgn0002069,0006412 // translation // inferred from electronic annotation /// 0006418 // tRNA aminoacylation for protein translation // inferred from electronic annotation /// 0006422 // aspartyl-tRNA aminoacylation // inferred from sequence or structural similarity /// 0006422 // aspartyl-tRNA aminoacylation // inferred from electronic annotation /// 0040007 // growth // inferred from mutant phenotype
153337_at,CG11597,CG11597,FBgn0036212,0006470 // protein amino acid dephosphorylation // non-traceable author statement
153338_at,CG11329,CG11329,FBgn0031848,---
153343_at,CG3350,bigmax,FBgn0039509,0006350 // transcription // non-traceable author statement /// 0007517 // muscle development // inferred from mutant phenotype /// 0035071 // salivary gland cell autophagic cell death // inferred from expression pattern /// 0045449 // regulation of transcription // inferred from sequence or structural similarity /// 0045449 // regulation of transcription // inferred from electronic annotation /// 0048102 // autophagic cell death // inferred from expression pattern /// 0048813 // dendrite morphogenesis // inferred from mutant phenotype
153344_at,CG10664,CG10664,FBgn0032833,"0006123 // mitochondrial electron transport, cytochrome c to oxygen // inferred from sequence or structural similarity /// 0055114 // oxidation reduction // inferred from electronic annotation"
153366_at,CG10960,CG10960,FBgn0036316,0006810 // transport // inferred from electronic annotation /// 0055085 // transmembrane transport // inferred from electronic annotation
153377_at,CG7962,CdsA,FBgn0035841,"0007430 // terminal branching, open tracheal system // non-traceable author statement /// 0007601 // visual perception // inferred from electronic annotation /// 0007602 // phototransduction // inferred from genetic interaction /// 0007602 // phototransduction // inferred from mutant phenotype /// 0007602 // phototransduction // non-traceable author statement /// 0008654 // phospholipid biosynthetic process // inferred from electronic annotation /// 0016024 // CDP-diacylglycerol biosynthetic process // non-traceable author statement /// 0016056 // rhodopsin mediated signaling pathway // inferred from mutant phenotype /// 0050896 // response to stimulus // inferred from electronic annotation"
153380_at,CG1271,CG1271,FBgn0035392,0005975 // carbohydrate metabolic process // inferred from electronic annotation /// 0006072 // glycerol-3-phosphate metabolic process // inferred from electronic annotation
153385_at,CG4675,CG4675,FBgn0031899,0006810 // transport // inferred from electronic annotation /// 0006820 // anion transport // inferred from electronic annotation
153395_at,CG5680,bsk,FBgn0000229,"0000165 // MAPKKK cascade // non-traceable author statement /// 0001736 // establishment of planar polarity // non-traceable author statement /// 0001752 // compound eye photoreceptor fate commitment // inferred from mutant phenotype /// 0005978 // glycogen biosynthetic process // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0006468 // protein amino acid phosphorylation // traceable author statement /// 0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006950 // response to stress // inferred from direct assay /// 0006952 // defense response // non-traceable author statement /// 0007254 // JNK cascade // inferred from direct assay /// 0007254 // JNK cascade // inferred from sequence or structural similarity /// 0007254 // JNK cascade // traceable author statement /// 0007258 // JUN phosphorylation // inferred from mutant phenotype /// 0007275 // multicellular organismal development // inferred from electronic annotation /// 0007298 // border follicle cell migration // inferred from genetic interaction /// 0007391 // dorsal closure // inferred from mutant phenotype /// 0007391 // dorsal closure // non-traceable author statement /// 0007391 // dorsal closure // traceable author statement /// 0007392 // initiation of dorsal closure // inferred from mutant phenotype /// 0016055 // Wnt receptor signaling pathway // non-traceable author statement /// 0019731 // antibacterial humoral response // inferred from direct assay /// 0030707 // ovarian follicle cell development // inferred from mutant phenotype /// 0035313 // wound healing, spreading of epidermal cells // inferred from mutant phenotype /// 0042060 // wound healing // inferred from direct assay /// 0042060 // wound healing // inferred from mutant phenotype /// 0043508 // negative regulation of JNK activity // inferred from mutant phenotype /// 0046529 // imaginal disc fusion, thorax closure // inferred from mutant phenotype /// 0046843 // dorsal appendage formation // inferred from mutant phenotype /// 0046844 // micropyle formation // inferred from mutant phenotype /// 0048598 // embryonic morphogenesis // inferred from direct assay /// 0048675 // axon extension // inferred from mutant phenotype"
153398_at,CG1092,CG1092,FBgn0037228,---
153399_at,CG11306,CG11306,FBgn0037108,0009058 // biosynthetic process // inferred from electronic annotation
153400_at,CG1129,CG1129,FBgn0037279,0009058 // biosynthetic process // inferred from electronic annotation
153409_at,CG10851,B52,FBgn0004587,"0000381 // regulation of alternative nuclear mRNA splicing, via spliceosome // inferred from mutant phenotype /// 0000398 // nuclear mRNA splicing, via spliceosome // inferred from direct assay /// 0000398 // nuclear mRNA splicing, via spliceosome // non-traceable author statement /// 0006376 // mRNA splice site selection // inferred from sequence or structural similarity /// 0006397 // mRNA processing // inferred from electronic annotation /// 0008380 // RNA splicing // inferred from electronic annotation /// 0048024 // regulation of nuclear mRNA splicing, via spliceosome // inferred from mutant phenotype"
153411_at,CG12018,CG12018,FBgn0027903,0006260 // DNA replication // inferred from electronic annotation /// 0006260 // DNA replication // non-traceable author statement
153424_at,CG1056,CG1056,FBgn0013743,0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation
153426_at,CG14523,CG14523,FBgn0039612,0006508 // proteolysis // inferred from electronic annotation
153428_at,CG3989,ade5,FBgn0020513,0006164 // purine nucleotide biosynthetic process // inferred from electronic annotation /// 0006189 // 'de novo' IMP biosynthetic process // inferred from electronic annotation /// 0009113 // purine base biosynthetic process // inferred from genetic interaction
153430_at,CG10536,cbx,FBgn0033456,0007286 // spermatid development // inferred from mutant phenotype /// 0007291 // sperm individualization // inferred from mutant phenotype /// 0043687 // post-translational protein modification // inferred from electronic annotation /// 0051246 // regulation of protein metabolic process // inferred from electronic annotation
153435_at,CG3612,blw,FBgn0011211,"0006754 // ATP biosynthetic process // inferred from electronic annotation /// 0006810 // transport // inferred from electronic annotation /// 0006811 // ion transport // inferred from electronic annotation /// 0006911 // phagocytosis, engulfment // inferred from mutant phenotype /// 0007286 // spermatid development // inferred from mutant phenotype /// 0015986 // ATP synthesis coupled proton transport // inferred from electronic annotation /// 0015992 // proton transport // inferred from sequence or structural similarity /// 0015992 // proton transport // non-traceable author statement /// 0015992 // proton transport // inferred from electronic annotation /// 0040007 // growth // inferred from mutant phenotype /// 0046034 // ATP metabolic process // inferred from electronic annotation"
153441_at,CG10970,CG10970,FBgn0030078,---
153443_at,CG6022,Cchl,FBgn0038925,0018063 // cytochrome c-heme linkage // inferred from sequence or structural similarity
153446_at,CG10068,CG10068,FBgn0037473,0000910 // cytokinesis // inferred from mutant phenotype /// 0006909 // phagocytosis // inferred from electronic annotation
153447_at,CG11007,CG11007,FBgn0034455,0045454 // cell redox homeostasis // inferred from electronic annotation
153451_at,CG8203,Cdk5,FBgn0013762,0006468 // protein amino acid phosphorylation // inferred from direct assay /// 0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007049 // cell cycle // inferred from mutant phenotype /// 0007049 // cell cycle // inferred from electronic annotation /// 0007269 // neurotransmitter secretion // non-traceable author statement /// 0007409 // axonogenesis // inferred from genetic interaction /// 0007409 // axonogenesis // inferred from mutant phenotype /// 0051301 // cell division // inferred from electronic annotation
153456_at,CG12084,CG12084,FBgn0035224,0051438 // regulation of ubiquitin-protein ligase activity // inferred from sequence or structural similarity
153465_at,CG8472,Cam,FBgn0000253,0005513 // detection of calcium ion // inferred from sequence or structural similarity /// 0006468 // protein amino acid phosphorylation // inferred from mutant phenotype /// 0007052 // mitotic spindle organization and biogenesis // inferred from mutant phenotype /// 0016056 // rhodopsin mediated signaling pathway // inferred from mutant phenotype /// 0016059 // deactivation of rhodopsin mediated signaling // traceable author statement /// 0016060 // metarhodopsin inactivation // inferred from genetic interaction /// 0016061 // regulation of light-activated channel activity // inferred from mutant phenotype /// 0016062 // adaptation of rhodopsin mediated signaling // traceable author statement /// 0051383 // kinetochore organization and biogenesis // inferred from mutant phenotype /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype
153470_at,CG11961,CG11961,FBgn0034436,0006508 // proteolysis // inferred from electronic annotation
153482_at,CG10225,CG10225,FBgn0039110,0030178 // negative regulation of Wnt receptor signaling pathway // inferred from direct assay /// 0046907 // intracellular transport // inferred from electronic annotation
153489_at,CG11474,CG11474,FBgn0034688,---
153491_at,CG11337,CG11337,FBgn0039846,0006396 // RNA processing // inferred from electronic annotation /// 0006402 // mRNA catabolic process // inferred from electronic annotation
153492_at,CG8739,CG8739,FBgn0025937,---
153493_at,CG8400,casp,FBgn0034068,0050829 // defense response to Gram-negative bacterium // inferred from mutant phenotype
153497_at,CG7042,CG7042,FBgn0035105,0001522 // pseudouridine synthesis // inferred from electronic annotation /// 0006470 // protein amino acid dephosphorylation // inferred from direct assay /// 0006470 // protein amino acid dephosphorylation // inferred from electronic annotation /// 0008033 // tRNA processing // inferred from electronic annotation /// 0016311 // dephosphorylation // inferred from electronic annotation
153500_at,CG11984,CG11984,FBgn0037655,---
153503_at,CG10306,CG10306,FBgn0034654,0006412 // translation // inferred from electronic annotation /// 0006413 // translational initiation // inferred from sequence or structural similarity /// 0006413 // translational initiation // inferred from electronic annotation /// 0006446 // regulation of translational initiation // inferred from electronic annotation
153519_at,CG14502,CG14502,FBgn0034321,---
153520_at,CG12073,5-HT7,FBgn0004573,"0007165 // signal transduction // inferred from electronic annotation /// 0007186 // G-protein coupled receptor protein signaling pathway // inferred from electronic annotation /// 0007192 // serotonin receptor, adenylate cyclase activating pathway // non-traceable author statement /// 0007192 // serotonin receptor, adenylate cyclase activating pathway // traceable author statement /// 0007210 // serotonin receptor signaling pathway // inferred from sequence or structural similarity"
153521_at,CG7643,ald,FBgn0038534,0000278 // mitotic cell cycle // inferred from mutant phenotype /// 0000705 // achiasmate meiosis I // inferred from mutant phenotype /// 0001666 // response to hypoxia // inferred from mutant phenotype /// 0006468 // protein amino acid phosphorylation // inferred from electronic annotation /// 0006468 // protein amino acid phosphorylation // non-traceable author statement /// 0007094 // mitotic cell cycle spindle assembly checkpoint // inferred from mutant phenotype /// 0007100 // mitotic centrosome separation // inferred from mutant phenotype /// 0016321 // female meiosis chromosome segregation // inferred from mutant phenotype /// 0016321 // female meiosis chromosome segregation // traceable author statement /// 0031577 // spindle checkpoint // inferred from mutant phenotype /// 0032837 // distributive segregation // inferred from genetic interaction /// 0032837 // distributive segregation // inferred from mutant phenotype /// 0043060 // meiotic metaphase I plate congression // inferred from mutant phenotype
153531_at,CG10067,Act57B,FBgn0000044,0000910 // cytokinesis // inferred from mutant phenotype /// 0007010 // cytoskeleton organization and biogenesis // inferred from sequence or structural similarity /// 0007507 // heart development // non-traceable author statement /// 0015012 // heparan sulfate proteoglycan biosynthetic process // non-traceable author statement /// 0030206 // chondroitin sulfate biosynthetic process // non-traceable author statement /// 0051533 // positive regulation of NFAT protein import into nucleus // inferred from mutant phenotype
153543_at,CG11163,CG11163,FBgn0033040,0006812 // cation transport // inferred from electronic annotation
153547_at,CG12314,CG12314,FBgn0032389,---
153552_at,CG10495,CG10495,FBgn0032750,0008033 // tRNA processing // inferred from electronic annotation /// 0008152 // metabolic process // inferred from electronic annotation
